activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,medical,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code
,True,Kansas City Cannabis Company LLC,,Kansas City Cannabis Company LLC,Kevin Stallings,816-223-7159,,Clay County,2024-03-17T22:44:54.291227,,DIS000026,,adult-use,DIS000026,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Kearney,Clay County,39.3693981,-94.3677142,MO,64060
,True,"V3 Mo Vending 2, LLC",,"V3 Mo Vending 2, LLC",Nick Liaromatis,630-747-3542,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000027,,adult-use,DIS000027,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042
,True,Kansas City Cannabis Company LLC,,Kansas City Cannabis Company LLC,Kevin Stallings,816-223-7159,,Jackson County,2024-03-17T22:44:54.291227,,DIS000028,,adult-use,DIS000028,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Lake Lotawana,Jackson County,38.9462777,-94.27577169999999,MO,64064
,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000029,,adult-use,DIS000029,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63109,,38.5844193,-90.2948797,MO,63109
,True,"Mo Med Chillicothe, LLC",,"Mo Med Chillicothe, LLC",Brooke Foster,660-651-3252,,Livingston County,2024-03-17T22:44:54.291227,,DIS000030,,adult-use,DIS000030,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64601,Livingston County,39.7952946,-93.5524358,MO,64601
,True,"6662 Delmar SL, LLC",,"6662 Delmar SL, LLC",Greg Windisch,707-217-1611,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000031,,adult-use,DIS000031,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,University City,St. Louis County,38.656016,-90.3081571,MO,63130
,True,Agri-Genesis LLC,,Agri-Genesis LLC,Richard Gunnels,660-651-8895,,Nodaway County,2024-03-17T22:44:54.291227,,DIS000032,,adult-use,DIS000032,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64468,Nodaway County,40.3461017,-94.8724706,MO,64468
,True,Agri-Genesis LLC,,Agri-Genesis LLC,Richard Gunnels,660-651-8895,,Macon County,2024-03-17T22:44:54.291227,,DIS000033,,adult-use,DIS000033,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Macon,Macon County,39.7662896,-92.455834,MO,63552
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000034,,adult-use,DIS000034,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63118,,38.5950619,-90.2291565,MO,63118
,True,OXD 19341 LLC,,OXD 19341 LLC,Michele Bowman,310-435-7165,,Jackson County,2024-03-17T22:44:54.291227,,DIS000035,,adult-use,DIS000035,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0911161,-94.41550679999999,MO,64055
,True,GF Wellness Franz Park LLC,,GF Wellness Franz Park LLC,Joseph Delia,314-282-4679,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000036,,adult-use,DIS000036,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,St. Louis County,38.6237409,-90.30662769999999,MO,63139
,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",Jordan Starke,816-832-8882,,Platte County,2024-03-17T22:44:54.291227,,DIS000037,,adult-use,DIS000037,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64152,Platte County,39.20502279999999,-94.70706159999999,MO,64152
,True,Holistic Missouri LLC,,Holistic Missouri LLC,,866-217-4063,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000038,,adult-use,DIS000038,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63108,,38.647459,-90.25730999999999,MO,63108
,True,"Shangri-La Cameron, LLC.",,"Shangri-La Cameron, LLC.",Shrinivas Haribhakti,573-476-3490,,Clay County,2024-03-17T22:44:54.291227,,DIS000039,,adult-use,DIS000039,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Fishing River Township,Clay County,39.2682861,-94.2912635,MO,64068
,True,Heya Kirksville Retail LLC,,Heya Kirksville Retail LLC,Carl Bearden,314-650-4597,,Adair County,2024-03-17T22:44:54.291227,,DIS000040,,adult-use,DIS000040,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63501,Adair County,40.19475389999999,-92.5832496,MO,63501
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000041,,adult-use,DIS000041,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63112,,38.65788,-90.2854839,MO,63112
,True,BMD Swift LLC,,BMD Swift LLC,Jack Mitchell,858-848-4588,,Clay County,2024-03-17T22:44:54.291227,,DIS000042,,adult-use,DIS000042,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.1402257,-94.5773045,MO,64116
,True,VMO-Ops Inc,,VMO-Ops Inc,Jamil Taylor,240-418-2120,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000043,,adult-use,DIS000043,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63103,,38.629185,-90.2174318,MO,63103
,True,OXD 351 HWY LLC,,OXD 351 HWY LLC,Michele Bowman,310-435-7165,,Jackson County,2024-03-17T22:44:54.291227,,DIS000044,,adult-use,DIS000044,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64133,Jackson County,39.01771859999999,-94.4490836,MO,64133
,True,OXD Troost LLC,,OXD Troost LLC,Michele Bowman,310-435-7165,,Jackson County,2024-03-17T22:44:54.291227,,DIS000045,,adult-use,DIS000045,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.0346367,-94.5733539,MO,64110
,True,OXD IA LLC,,OXD IA LLC,Michele Bowman,310-435-7165,,Jackson County,2024-03-17T22:44:54.291227,,DIS000046,,adult-use,DIS000046,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64106,Jackson County,39.1040382,-94.57018029999999,MO,64106
,True,"Occidental Group, Inc.",,"Occidental Group, Inc.",JR Narayan,314-754-8710,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000047,,adult-use,DIS000047,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63130,,38.6682669,-90.32308069999999,MO,63130
,True,OXD SWB LLC,,OXD SWB LLC,Michele Bowman,310-435-7165,,Jackson County,2024-03-17T22:44:54.291227,,DIS000048,,adult-use,DIS000048,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108
,True,FP1-S Florissant LLC,,FP1-S Florissant LLC,Krystal Wright,816-588-8838,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000049,,adult-use,DIS000049,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,St. Louis County,38.7327783,-90.3017083,MO,63135
,True,"V3 MO Vending 6, LLC",,"V3 MO Vending 6, LLC",Nick Liaromatis,630-747-3542,,Jackson County,2024-03-17T22:44:54.291227,,DIS000050,,adult-use,DIS000050,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64132,Jackson County,38.992935,-94.55212739999999,MO,64132
,True,Fresh Green LLC,,Fresh Green LLC,Bianca Sullivan,816-806-2130,,Jackson County,2024-03-17T22:44:54.291227,,DIS000051,,adult-use,DIS000051,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Lee's Summit,Jackson County,38.93121259999999,-94.3610566,MO,64086
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000052,,adult-use,DIS000052,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63118,,38.5950619,-90.2291565,MO,63118
,True,"SLCC, LLC",,"SLCC, LLC",Katie Davies,907-952-2328,,Jackson County,2024-03-17T22:44:54.291227,,DIS000053,,adult-use,DIS000053,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.0481433,-94.59055839999999,MO,64127
,True,"MMD Independence Missouri, LLC",,"MMD Independence Missouri, LLC",Paul Rockers,573-301-9865,,Jackson County,2024-03-17T22:44:54.291227,,DIS000054,,adult-use,DIS000054,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64056,Jackson County,39.1063108,-94.30515419999999,MO,64056
,True,"Robust Missouri Dispensary 3, LLC",,"Robust Missouri Dispensary 3, LLC",Bradley Rhodes,314-276-3802,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000055,,adult-use,DIS000055,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63031,St. Louis County,38.8095735,-90.3465971,MO,63031
,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",Mario Gadea,520-307-9708,,Clay County,2024-03-17T22:44:54.291227,,DIS000056,,adult-use,DIS000056,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64118,Clay County,39.220735,-94.5727598,MO,64118
,True,Fresh Green LLC,,Fresh Green LLC,Bianca Sullivan,816-806-2130,,Jackson County,2024-03-17T22:44:54.291227,,DIS000057,,adult-use,DIS000057,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,38.9987088,-94.5942266,MO,64114
,True,Jais LLC,,Jais LLC,Jusmin Patel,201-253-6952,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000058,,adult-use,DIS000058,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63074,St. Louis County,38.7257164,-90.38425269999999,MO,63074
,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",Mario Gadea,520-307-9708,,Jackson County,2024-03-17T22:44:54.291227,,DIS000059,,adult-use,DIS000059,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0911161,-94.41550679999999,MO,64050
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Adrienne Scales-Williams,314-220-0043,,St. Louis city,2024-03-17T22:44:54.291227,,DIS000060,,adult-use,DIS000060,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63110,,38.6212468,-90.2526163,MO,63110
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jackson County,2024-03-17T22:44:54.291227,,DIS000061,,adult-use,DIS000061,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64055,Jackson County,39.0608919,-94.4079213,MO,64055
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Jackson County,2024-03-17T22:44:54.291227,,DIS000062,,adult-use,DIS000062,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64015,Jackson County,39.02310749999999,-94.30515419999999,MO,64015
,True,THF Partners LLC,,THF Partners LLC,Krystal Wright,816-588-8838,,Jackson County,2024-03-17T22:44:54.291227,,DIS000063,,adult-use,DIS000063,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64147,,38.8524485,-94.5469705,MO,64147
,True,"Bloom Medicinals of MO – Dispensary 1, LLC",,"Bloom Medicinals of MO – Dispensary 1, LLC",Jasmine Viola,419-482-8240,,St. Charles County,2024-03-17T22:44:54.291227,,DIS000064,,adult-use,DIS000064,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63304,St. Charles County,38.70360050000001,-90.6488505,MO,63304
,True,"Elevation Cannabis, LLC",,"Elevation Cannabis, LLC",Chris  Issinghoff,620-921-5967,,Jackson County,2024-03-17T22:44:54.291227,,DIS000065,,adult-use,DIS000065,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0997265,-94.5785667,MO,64130
,True,"Nirvana Bliss V, LLC",,"Nirvana Bliss V, LLC",Bradford Goette,314-448-3848,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000066,,adult-use,DIS000066,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.5925532,-90.5870686,MO,63011
,True,"VMO Retail, LLC",,"VMO Retail, LLC",Paul Rockers,573-301-9865,,Jackson County,2024-03-17T22:44:54.291227,,DIS000067,,adult-use,DIS000067,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64134,Jackson County,38.9328362,-94.4902774,MO,64134
,True,THF Partners LLC,,THF Partners LLC,Krystal Wright,816-588-8838,,Jackson County,2024-03-17T22:44:54.291227,,DIS000069,,adult-use,DIS000069,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64132,Jackson County,38.992935,-94.55212739999999,MO,64132
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000070,,adult-use,DIS000070,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.5925532,-90.5870686,MO,63011
,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",Jordan Starke,816-832-8882,,Jackson County,2024-03-17T22:44:54.291227,,DIS000071,,adult-use,DIS000071,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64111,Jackson County,39.0587452,-94.5985613,MO,64111
,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",Mario Gadea,520-307-9708,,Clay County,2024-03-17T22:44:54.291227,,DIS000072,,adult-use,DIS000072,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64119,Clay County,39.2015955,-94.53150289999999,MO,64119
,True,"Nirvana Bliss II, LLC",,"Nirvana Bliss II, LLC",Bradford Goette,314-448-3848,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000073,,adult-use,DIS000073,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63021,St. Louis County,38.557323,-90.5352356,MO,63021
,True,"CPC of Missouri, LLC",,"CPC of Missouri, LLC",Lee Hoffman,785-766-0288,,Jackson County,2024-03-17T22:44:54.291227,,DIS000074,,adult-use,DIS000074,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64111,Jackson County,39.0587452,-94.5985613,MO,64111
,True,TC AppliCo LLC,,TC AppliCo LLC,Rachael Herndon,636-742-1337,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000075,,adult-use,DIS000075,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.6608855,-90.42261800000001,MO,63141
,True,"BD Health Retail 3, LLC",,"BD Health Retail 3, LLC",Mark Hendren,417-850-9999,,Jackson County,2024-03-17T22:44:54.291227,,DIS000076,,adult-use,DIS000076,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64063,Jackson County,38.9116463,-94.36165160000002,MO,64063
,True,"Releaf Resources, LLC",,"Releaf Resources, LLC",Robert Clark,816-213-4852,,Jackson County,2024-03-17T22:44:54.291227,,DIS000077,,adult-use,DIS000077,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Grandview,Jackson County,38.8733959,-94.5287599,MO,64030
,True,TC AppliCo LLC,,TC AppliCo LLC,Rachael Herndon,636-742-1337,,Jackson County,2024-03-17T22:44:54.291227,,DIS000078,,adult-use,DIS000078,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0997265,-94.5785667,MO,64108
,True,TC AppliCo LLC,,TC AppliCo LLC,Rachael Herndon,636-742-1337,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000079,,adult-use,DIS000079,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.5025537,-90.62790439999999,MO,63025
,True,JG Missouri LLC,,JG Missouri LLC,Gail Brashers-Krug,319-621-4006,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000080,,adult-use,DIS000080,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63088,St. Louis County,38.5522581,-90.4927134,MO,63088
,True,"BD Health Retail 2, LLC",,"BD Health Retail 2, LLC",Mark Hendren,417-850-9999,,Greene County,2024-03-17T22:44:54.291227,,DIS000081,,adult-use,DIS000081,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Springfield,Greene County,37.2156128,-93.3518567,MO,65803
,True,"MoBIG Properties, LLC",,"MoBIG Properties, LLC",Nancy Price,417-343-8257,,Greene County,2024-03-17T22:44:54.291227,,DIS000082,,adult-use,DIS000082,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Greene County,37.2089572,-93.29229889999999,MO,65807
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,Josh Ferguson,314-707-1056,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000083,,adult-use,DIS000083,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63011,St. Louis County,38.6044507,-90.5588787,MO,63011
,True,"MoBIG Properties, LLC",,"MoBIG Properties, LLC",Nancy Price,417-343-8257,,Jasper County,2024-03-17T22:44:54.291227,,DIS000084,,adult-use,DIS000084,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64804,,37.0193161,-94.5005808,MO,64804
,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,Stone County,2024-03-17T22:44:54.291227,,DIS000085,,adult-use,DIS000085,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65737,Stone County,36.6970059,-93.3693524,MO,65737
,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",,314-462-9899,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000086,,adult-use,DIS000086,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63126,St. Louis County,38.552678,-90.3795438,MO,63126
,True,"BBMO 2, LLC",,"BBMO 2, LLC",Nicholas  Rinella,312-925-1217,,Greene County,2024-03-17T22:44:54.291227,,DIS000087,,adult-use,DIS000087,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804
,True,"Nature's Med MO, LLC",,"Nature's Med MO, LLC",Jayeshkumar Patel,618-210-1577,,St. Louis County,2024-03-17T22:44:54.291227,,DIS000088,,adult-use,DIS000088,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,St. Louis County,38.5181957,-90.28131810000001,MO,63125
,True,"Old Route 66 Wellness, LLC",,"Old Route 66 Wellness, LLC",Juan Lopez,417-895-8733,,Greene County,2024-03-17T22:44:54.291227,,DIS000089,,adult-use,DIS000089,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,Springfield,Greene County,37.248115,-93.2621558,MO,65803
,True,"Old Route 66 Holdings, LLC",,"Old Route 66 Holdings, LLC",Mark Hendren,417-850-9999,,Christian County,2024-03-17T22:44:54.291227,,DIS000090,,adult-use,DIS000090,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,"Old Rte 66, Missouri, USA",,38.2972652,-91.1003056,MO,65721
,True,Astro Farms Gamma LLC,,Astro Farms Gamma LLC,Alex Close,614-296-7521,,Jasper County,2024-03-17T22:44:54.291227,,DIS000091,,adult-use,DIS000091,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64801,Jasper County,37.1034245,-94.5418141,MO,64801
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",Krystal Wright,816-588-8838,,Taney County,2024-03-17T22:44:54.291227,,DIS000092,,adult-use,DIS000092,Active,,,retailer,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65616,Taney County,36.6436731,-93.21851439999999,MO,65616
