id,business_dba_name,license_type,license_status,business_legal_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date,business_owner_name,issue_date,expiration_date,license_number
1033006,CANNABIS CORNER,Retail Marijuana Store,Active-Operating,CANNABIS CORNER,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Ketchikan,99901,7198 N Tongass Hwy,Ketchikan Gateway Borough,55.4101482,-131.7234615,(907) 225-7575,http://www.thecannabiscove.com/,,,2022-10-06T17:46:29.716477,,,,
1032773,THE GREEN ROOM AK,Retail Marijuana Store,Active-Operating,THE GREEN ROOM AK,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99501,610 C St Suite A7,Anchorage Municipality,61.2161541,-149.8875812,(907) 258-2837,,,,2022-10-06T17:46:29.716477,,,,
1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99518,6511 Arctic Spur Rd,Anchorage Municipality,61.1619285,-149.8952522,(907) 561-4372,https://uncleherbs.com/dispensary-locations/anchorage-arctic-spur/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2022-10-06T17:46:29.716477,,,,
1034839,THE FIREWEED FACTORY LLC,Retail Marijuana Store,Active-Operating,THE FIREWEED FACTORY LLC,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Juneau,99801,237 Front St,Juneau City and Borough,58.3005032,-134.4060143,(907) 780-4190,https://www.instagram.com/fireweedfactory/,,,2022-10-06T17:46:29.716477,,,,
1036025,HIGH BUSH BUDS,Retail Marijuana Store,Active-Operating,HIGH BUSH BUDS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 2,Soldotna,36312 Irons Ave #2,Kenai Peninsula Borough,60.506504,-151.0838317,(907) 953-9393,https://highbushbuds.com/,,,2022-10-06T17:46:29.716477,,,,
1040029,HILLSIDE NATURAL WELLNESS,Retail Marijuana Store,Active-Operating,HILLSIDE NATURAL WELLNESS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 1,Anchorage,8639 Toloff St,Anchorage Municipality,61.1420434,-149.8410881,(907) 868-8639,https://hnwalaska.com/,,,2022-10-06T17:46:29.716477,,,,
1036860,"GREEN ELEPHANT, LLC",Retail Marijuana Store,Active-Operating,"GREEN ELEPHANT, LLC",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite B,Juneau,101 Mill St,Juneau City and Borough,58.287712,-134.3852844,(907) 290-8400,https://shop.greenelephantgardens.com/,,,2022-10-06T17:46:29.716477,,,,
1034759,AK FROST,Retail Marijuana Store,Active-Operating,AK FROST,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 102,Anchorage,5200 A St,Anchorage Municipality,61.1733744,-149.8834554,(907) 563-9333,http://www.ak-frost.com/,,,2022-10-06T17:46:29.716477,,,,
1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,GRASS STATION 49,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Fairbanks,99701,1326 Cushman St,Fairbanks North Star Borough,64.836639,-147.7210496,(907) 374-4420,https://grassstation49.com/grass-station-49-recreational-marijuana-dispensary-cushman/,,,2022-10-06T17:46:29.716477,,,,
1040109,THE STONEY MOOSE,Retail Marijuana Store,Active-Operating,THE STONEY MOOSE,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Ketchikan,99901,127 Stedman St,Ketchikan Gateway Borough,55.3416881,-131.6418515,(907) 220-9099,http://thestoneymoose.com/,,,2022-10-06T17:46:29.716477,,,,
2130116,Rainforest Cannabis,Retail Marijuana Store,Active-Operating,Rainforest Cannabis,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Ketchikan,99901,726 Water St,Ketchikan Gateway Borough,55.3443895,-131.652555,(907) 247-9333,https://www.rainforestcannabis.com/,,,2022-10-06T17:46:29.716477,,,,
1094177,PAKALOLO OCEANSIDE,Retail Marijuana Store,Active-Operating,PAKALOLO OCEANSIDE,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99501,735 W 4th Ave,Anchorage Municipality,61.2186768,-149.8969362,(907) 646-9000,https://pakalolosupplyco.com/,,,2022-10-06T17:46:29.716477,,,,
1040691,THE HIGH EXPEDITION COMPANY,Retail Marijuana Store,Active-Operating,THE HIGH EXPEDITION COMPANY,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Talkeetna,99676,13465 E Main St,Matanuska-Susitna Borough,62.3233187,-150.11752,(907) 733-0911,http://thehighexpedition.com/,,,2022-10-06T17:46:29.716477,,,,
1041064,CHENA CANNABIS,Retail Marijuana Store,Active-Operating,CHENA CANNABIS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 101,North Pole,1725 Richardson Hwy,Fairbanks North Star Borough,64.7909088,-147.5243988,(907) 488-0489,,,,2022-10-06T17:46:29.716477,,,,
2161271,The Culture,Retail Marijuana Store,Active-Operating,The Culture,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Wasilla,99654,2301 S Knik Goose Bay Rd,Matanuska-Susitna Borough,61.5567664,-149.4852533,(907) 357-4427,http://thecultureak.com/,,,2022-10-06T17:46:29.716477,,,,
1041697,HOUSTON GRASS STATION LLC,Retail Marijuana Store,Active-Operating,HOUSTON GRASS STATION LLC,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Houston,99694,15231 W Parks Hwy,Matanuska-Susitna Borough,61.61343,-149.7850646,(907) 892-4727,http://businessprodigital.com/Projects/hous,,,2022-10-06T17:46:29.716477,,,,
1041822,TRUE DANK,Retail Marijuana Store,Active-Operating,TRUE DANK,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite A,Fairbanks,1550 S Cushman St,Fairbanks North Star Borough,64.8332566,-147.7171728,(907) 451-4516,,,,2022-10-06T17:46:29.716477,,,,
2129663,Alaskan Grown Cannabis,Retail Marijuana Store,Active-Operating,Alaskan Grown Cannabis,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Nome,99762,303-C W E St,Nome Census Area,64.5007723,-165.4158016,,https://www.akgrowncannabis.com/nome,,,2022-10-06T17:46:29.716477,,,,
1042680,"BAD GRAMM3R, LLC",Retail Marijuana Store,Active-Operating,"BAD GRAMM3R, LLC",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Wasilla,99654,1150 N Helen Ln,Matanuska-Susitna Borough,61.5898815,-149.4023753,(907) 357-0420,https://www.badgramm3r.com/,,,2022-10-06T17:46:29.716477,,,,
1042820,"FAT TOPS, LLC.",Retail Marijuana Store,Active-Operating,"FAT TOPS, LLC.",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Soldotna,99669,36380 Murray Ln,Kenai Peninsula Borough,60.5081748,-150.9184722,(907) 262-4200,https://weedmaps.com/dispensaries/fat-tops-soldotna/about,,,2022-10-06T17:46:29.716477,,,,
1044171,HOLLYWEED 907,Retail Marijuana Store,Active-Operating,HOLLYWEED 907,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99507,2429 E 88th Ave,Anchorage Municipality,61.141544,-149.8360851,(907) 929-3331,http://akhollyweed907.com/,,,2022-10-06T17:46:29.716477,,,,
1030318,DENALI'S CANNABIS CACHE LLC,Retail Marijuana Store,Active-Operating,DENALI'S CANNABIS CACHE LLC,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 420,Denali National Park,Mile 238.9 Parks Hwy Suite 420 Denali National Park and Preserve,Denali Borough,63.7489852,-148.8993682,(907) 683-2633,http://www.denaliscache.com/,,,2022-10-06T17:46:29.716477,,,,
1044156,"DENALI DISPENSARIES, LLC",Retail Marijuana Store,Active-Operating,"DENALI DISPENSARIES, LLC",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99501,225 E 5th Ave,Anchorage Municipality,61.2177259,-149.8801482,(907) 646-4200,http://denalidispensaries.com/,,,2022-10-06T17:46:29.716477,,,,
1033200,PERMAFROST DISTRIBUTORS,Retail Marijuana Store,Active-Operating,PERMAFROST DISTRIBUTORS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Sterling,99672,32630 June Dr,Kenai Peninsula Borough,60.526706,-150.725112,(907) 260-7584,https://www.akpermafrost.com/,,,2022-10-06T17:46:29.716477,,,,
1087372,CLOUDBERRY CANNABIS,Retail Marijuana Store,Active-Operating,CLOUDBERRY CANNABIS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99503,3307 Spenard Rd,Anchorage Municipality,61.1904716,-149.9070739,(907) 644-3010,https://www.cloudberrycannabis.com/,,,2022-10-06T17:46:29.716477,,,,
1051872,AK JOINT,Retail Marijuana Store,Active-Operating,AK JOINT,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Unit F,Anchorage,7801 Schoon St,Anchorage Municipality,61.1501431,-149.8752224,(907) 522-5222,http://www.akjoint.com/,,,2022-10-06T17:46:29.716477,,,,
1032027,CATALYST CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,CATALYST CANNABIS COMPANY,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,#4,Anchorage,9900 Old Seward Hwy #4,Anchorage Municipality,61.1310536,-149.8650076,(907) 344-0668,https://www.catalystcannabisco.com/old-seward-hwy,,,2022-10-06T17:46:29.716477,,,,
2145624,Scorpion Grass,Retail Marijuana Store,Active-Operating,Scorpion Grass,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99507,1551 E Tudor Rd,Anchorage Municipality,61.1811427,-149.8533573,(907) 771-4021,https://weedmaps.com/dispensaries/ak-slow-burn-1,,,2022-10-06T17:46:29.716477,,,,
1041284,GREEN LIFE SUPPLY LLC,Retail Marijuana Store,Active-Operating,GREEN LIFE SUPPLY LLC,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Fairbanks,99701,511 30th Ave,Fairbanks North Star Borough,64.8197611,-147.7127826,(907) 374-4769,http://greenlife-co.paqe.io/,,,2022-10-06T17:46:29.716477,,,,
1065429,GREAT NORTHERN CANNABIS,Retail Marijuana Store,Active-Operating,GREAT NORTHERN CANNABIS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99501,541 W 4th Ave,Anchorage Municipality,61.2186927,-149.89303,(907) 929-9333,https://www.greatnortherncannabis.com/,,,2022-10-06T17:46:29.716477,,,,
1078259,GREEN DEGREE,Retail Marijuana Store,Active-Operating,GREEN DEGREE,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Retail Space,Wasilla,3361 W Machen Rd,,61.583602,-149.5343666,(907) 376-4372,http://greendegree.net/,,,2022-10-06T17:46:29.716477,,,,
1050006,"ANCHORAGE BOWL, LLC.",Retail Marijuana Store,Active-Operating,"ANCHORAGE BOWL, LLC.",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99517,4000 Spenard Rd,Anchorage Municipality,61.1840083,-149.9270921,(907) 770-2690,https://anchoragebowl420.com/,,,2022-10-06T17:46:29.716477,,,,
2115560,GOOD Cannabis,Retail Marijuana Store,Active-Operating,GOOD Cannabis,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Fairbanks,99701,356 Old Steese Hwy,Fairbanks North Star Borough,64.8489182,-147.7037154,(907) 452-5463,https://www.goodalaska.com/,,,2022-10-06T17:46:29.716477,,,,
1038961,"ALASKA CANNABIS EXCHANGE, LLC",Retail Marijuana Store,Active-Operating,"ALASKA CANNABIS EXCHANGE, LLC",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,ANCHORAGE,99503,2906 Spenard Rd,Anchorage Municipality,61.1934409,-149.9058564,(907) 301-4208,https://alaskacannabisexchange.com/,,,2022-10-06T17:46:29.716477,,,,
1052541,SECRET GARDEN CANNABIS,Retail Marijuana Store,Active-Operating,SECRET GARDEN CANNABIS,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 1,Anchorage,726 E 15th Ave,Anchorage Municipality,61.2074156,-149.8695221,(907) 748-9333,http://secretgardencannabis.com/,,,2022-10-06T17:46:29.716477,,,,
1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Unit 2,Homer,1213 Ocean Dr,Kenai Peninsula Borough,59.6380207,-151.5123499,(907) 235-4372,https://uncleherbs.com/dispensary-locations/homer/,,,2022-10-06T17:46:29.716477,,,,
1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,GRASS STATION 49,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Fairbanks,99712,665 Rainbow Dr,Fairbanks North Star Borough,64.8888679,-147.6194514,(907) 456-4108,https://grassstation49.com/grass-station-49-recreational-marijuana-dispensary-chena-hot-springs-road/,,,2022-10-06T17:46:29.716477,,,,
1051864,REBEL ROOTS LLC,Retail Marijuana Store,Active-Operating,REBEL ROOTS LLC,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Fairbanks,99709,2575 Goldstream Rd,Fairbanks North Star Borough,64.9131546,-147.9047088,(907) 455-4055,https://weedmaps.com/dispensaries/rebel-roots,,,2022-10-06T17:46:29.716477,,,,
1047535,GLACIER VALLEY SHOP,Retail Marijuana Store,Active-Operating,GLACIER VALLEY SHOP,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 1,Juneau,8505 Old Dairy Rd #1,Juneau City and Borough,58.3620644,-134.5728979,(907) 419-7943,http://www.glaciervalleyshoppe.com/,,,2022-10-06T17:46:29.716477,,,,
1054744,THE MASON JAR LLC,Retail Marijuana Store,Active-Operating,THE MASON JAR LLC,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Unit E,Juneau,2771 Sherwood Ln Unit E,Juneau City and Borough,58.3710907,-134.6166209,(907) 500-7420,http://www.akmasonjar.com/,,,2022-10-06T17:46:29.716477,,,,
1054904,EAST RIP,Retail Marijuana Store,Active-Operating,EAST RIP,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,SUITE D,KENAI,10767 Kenai Spur Hwy Space D,Kenai Peninsula Borough,60.5563168,-151.2418947,(907) 283-7833,http://www.east-rip.com/,,,2022-10-06T17:46:29.716477,,,,
2089241,Alaska Weeds,Retail Marijuana Store,Active-Operating,Alaska Weeds,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 2A,Anchorage,6209 Mike St #2a,Anchorage Municipality,61.1644793,-149.8915496,(907) 349-3337,http://www.akweeds.com/,,,2022-10-06T17:46:29.716477,,,,
2091163,Matanuska Cannabis Company,Retail Marijuana Store,Active-Operating,Matanuska Cannabis Company,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Palmer,99645,3550 S Old Glenn Hwy,Matanuska-Susitna Borough,61.5419727,-149.0363912,(907) 745-4211,http://matanuskacannabis.com/,,,2022-10-06T17:46:29.716477,,,,
1039577,"TIP TOP, LLC",Retail Marijuana Store,Active-Operating,"TIP TOP, LLC",,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Suite 1,Anchorage,233 E 5th Ave,Anchorage Municipality,61.2177366,-149.8798657,(907) 644-3066,http://tiptopalaska.com/,,,2022-10-06T17:46:29.716477,,,,
2083338,Clear Cut Cannabis,Retail Marijuana Store,Active-Operating,Clear Cut Cannabis,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99518,1133 E 68th Ave,Anchorage Municipality,61.1594244,-149.8609157,(907) 245-0044,https://clearcutcannabis907.com/,,,2022-10-06T17:46:29.716477,,,,
1058469,THE TREE HOUSE AK,Retail Marijuana Store,Active-Operating,THE TREE HOUSE AK,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,Anchorage,99504,341 Boniface Pkwy Unit D,Anchorage Municipality,61.2210753,-149.7777544,(907) 229-2284,http://www.thetreehouseak.com/,,,2022-10-06T17:46:29.716477,,,,
